Majority protein IDs	Gene names	Q-value	Score	Ratio H/L AP4B1KO_02_03K	Ratio H/L AP4B1KO_02_06K	Ratio H/L AP4B1KO_02_12K	Ratio H/L AP4B1KO_02_24K	Ratio H/L AP4B1KO_02_80K	Ratio H/L AP4B1KO_03_03K	Ratio H/L AP4B1KO_03_06K	Ratio H/L AP4B1KO_03_12K	Ratio H/L AP4B1KO_03_24K	Ratio H/L AP4B1KO_03_80K	Ratio H/L AP4E1KO_02_03K	Ratio H/L AP4E1KO_02_06K	Ratio H/L AP4E1KO_02_12K	Ratio H/L AP4E1KO_02_24K	Ratio H/L AP4E1KO_02_80K	Ratio H/L AP4E1KO_03_03K	Ratio H/L AP4E1KO_03_06K	Ratio H/L AP4E1KO_03_12K	Ratio H/L AP4E1KO_03_24K	Ratio H/L AP4E1KO_03_80K	Ratio H/L WtHeLa_02_03K	Ratio H/L WtHeLa_02_06K	Ratio H/L WtHeLa_02_12K	Ratio H/L WtHeLa_02_24K	Ratio H/L WtHeLa_02_80K	Ratio H/L WtHeLa_03_03K	Ratio H/L WtHeLa_03_06K	Ratio H/L WtHeLa_03_12K	Ratio H/L WtHeLa_03_24K	Ratio H/L WtHeLa_03_80K	Reverse	Potential contaminant
Q86UV5;Q86UV5-2;Q86UV5-8;Q86UV5-7;Q86UV5-3	USP48	0.0	13.675999999999998	0.15535										0.19135		1.1905			0.12105					0.38228		0.56962	0.18195		0.32208000000000003						
Q86UW6;Q86UW6-2	N4BP2	0.0	73.90899999999999	1.0863		1.0855		0.32604	2.8721		0.8304600000000001	0.6043	0.42002	4.2334		0.5463100000000001	0.57107	0.29688000000000003			1.5464		1.6424			0.62469	0.56582	0.21339				1.4109	0.9143600000000001		
Q86UW9	DTX2	0.0	116.6	0.72559	0.63535	0.69622	1.1365	1.587	0.7034600000000001	0.71732	0.7508	1.0825	2.0166	0.8077300000000001	0.7358399999999999	0.79291	0.9628	1.3815	0.71597	0.7349	0.73822	1.0292	1.5577	0.85065	0.75997	0.60992	0.9514600000000001	1.5456	0.7594	0.6725300000000001	0.7285	1.0841	1.5895		
Q86UW9-2	DTX2	0.0014351	2.1167								0.89118	0.79865	1.4003		0.7	0.54337	0.89861	0.98045	1.074												0.6309				
Q86UX6;Q86UX6-2	STK32C	0.0013172000000000001	2.4122					0.6269600000000001	0.73505		0.75012	0.9955299999999999	0.431	1.187							0.6815100000000001							0.20346			1.2208	0.3937			
Q86UY6;Q86UY6-4;Q86UY6-3	NAA40	0.0	80.015	0.75564	3.4572	1.2365	0.80675	0.86703	2.3119	4.9556	1.5729	1.0366	1.065	1.8348	3.4218	1.0333	0.7870699999999999	0.59719	1.44	2.1132	1.1095	0.74545	0.59911	1.5955	3.176	0.88544	0.6455	0.80037	2.2794	4.2203	1.4643	0.8845700000000001	0.8103899999999999		
Q86UY8;Q86UY8-2	NT5DC3	0.0	106.26	0.44419	0.6029899999999999	3.3584	6.0858	10.633	0.43738999999999995	0.62588	7.0034	5.6489	3.1226	0.36045	0.57104	6.6123	4.0456		0.42288000000000003	0.60306	4.8811	10.668	2.5717	0.35994	0.56237	7.9137	4.5366	4.6958	0.41463999999999995	0.5444899999999999	3.2847	4.8863	7.4591		
Q86V21;Q86V21-2	AACS	0.0	56.681999999999995	0.39973000000000003	0.5242399999999999	0.33136	0.24616	0.5487	0.42223	0.49385	0.26669	0.31639	0.67372	0.26919	0.61366	0.33792	0.3289	0.68571	0.4454	0.38723	0.38199	0.36541	0.7188100000000001	0.40351	0.27603	0.28626	0.21935		0.47013	0.36912	0.34671	0.46487	0.49799		
Q86V24	ADIPOR2	0.00027495	3.9719	1.0969	0.53178	0.4758	2.1209			0.60885	0.57926	1.2514	10.99	0.97288	0.52675	0.70196	1.5901	3.5721	0.9098200000000001	0.58005	0.40608		3.1954	0.83535	0.37111	0.48133000000000004	0.81852	5.66	0.39224000000000003	0.49613999999999997	0.7792100000000001	2.1178	3.8723		
Q86V40;Q86V40-2	TRABD2A	0.0	47.458	1.0319	0.53128	0.70344	2.133	5.5167	1.5901	0.65803	0.7632399999999999	1.8454	6.5425	0.77372	0.50755	0.78947	2.5901	5.9239	1.1515	0.49428999999999995	0.83491	2.3227	5.487	0.77013	0.35996999999999996	0.6792199999999999	2.4298	5.9321	0.9824	0.45143999999999995	0.75944	2.677	3.9535		
Q86V48;Q86V48-2;Q86V48-3	LUZP1	0.0	323.31	0.91289	1.8178	0.75329	0.50868	0.53103	1.1497	2.0258	0.94757	0.49231	0.60123	1.1759	2.0027	0.62966	0.4648	0.5069600000000001	1.2807	1.8331	0.76588	0.47326999999999997	0.53792	1.5211	2.211	0.61222	0.44192	0.56266	1.3421	1.9709	0.83834	0.49475	0.49368		
Q86V81	ALYREF	0.0	323.31	1.0644	2.5961	0.85411	0.51012	0.35663	2.5013	3.5165	1.2502	0.64577	0.50588	1.4679	2.5088	0.77127	0.49246999999999996	0.3665	1.5779	2.2285	0.80699	0.46463999999999994	0.3312	2.1027	2.8789999999999996	0.81738	0.52376	0.47408	2.4796	3.0243	1.181	0.64439	0.44898999999999994		
Q86V85	GPR180	0.0	109.9	1.2198	0.77792	0.8201299999999999	1.1699	1.167	1.2824	0.82811	0.8337600000000001	0.97993	1.4096	1.1514	0.7800199999999999	0.80633	1.0888	1.2851	1.4192	0.71368	0.86103	1.2409999999999999	1.3476	1.0278	0.7639199999999999	0.70906	1.0444	1.3533	1.0955	0.70427	1.0215	1.155	1.2319		
Q86V97;Q8WVZ9	KBTBD6;KBTBD7	0.0	37.501	0.38497	0.6731199999999999	0.54966	0.8614200000000001	0.87264	0.48331	0.63139	0.67962	2.282	1.0355	0.7814399999999999	0.5671	0.5889300000000001	0.64452	0.76613	0.94324	0.36651999999999996	0.5876	0.52852	0.951	0.52266	0.50452	0.64159	0.47713999999999995	0.70087	0.67198	0.67503	0.66047	0.7628199999999999	0.80809		
Q86VF7;Q86VF7-3;Q86VF7-4;Q86VF7-2	NRAP	0.005364	1.5544	1.3381	0.51589	0.65622	2.7923		1.3831	0.56739	0.6379	2.0534	8.5397	0.97267		14.356			0.65289	0.49399	0.70633	2.9115		1.0975	0.45408999999999994	0.51891	2.9107	11.174000000000001	0.99687	0.50313	0.9628399999999999	3.3376	9.3772		
Q86VI3	IQGAP3	0.0	149.78	0.48603	0.91961	1.0191	0.95944	1.0877	0.51751	0.9567100000000001	1.1636	1.0404	1.2748	0.44542	0.87546	0.77178	0.70398	0.95165	0.48982	0.9169	0.79233	0.9124	0.9282600000000001	0.4479	0.84906	0.78054	0.80615	1.0202	0.46038	0.7318600000000001	0.91148	0.7844300000000001	0.66268		
Q86VI4;Q86VI4-2;Q86VI4-3	LAPTM4B	0.00027155	3.435	1.69	0.55718	0.60606	1.8835	2.9159	1.4362	0.49	0.50955	1.5678		1.0952	0.51664	0.55137	1.5742	2.7252	1.3648	0.49508	0.5815899999999999	1.6663	1.0753	1.3376	0.40324	0.48238000000000003	1.4985	4.048	1.2413	0.40557	0.4885	1.7631			
Q86VM9;Q86VM9-2	ZC3H18	0.0	84.236	0.32159	2.5036	0.9790000000000001	0.6029100000000001	0.33683	0.8971600000000001	3.3901	1.7056	0.8962100000000001	0.70757	0.45468000000000003	2.074	1.0154	0.6145	0.35759	0.4182	1.2712	0.85657	0.63952	0.3814	0.7443	2.4905	1.1874	0.73353	0.46858999999999995	0.8357399999999999	2.7952	1.8851	1.0994	0.56699		
Q86VN1;Q86VN1-2	VPS36	0.0	53.253	0.80372	1.2537	0.8182699999999999	0.6812699999999999	0.53615	1.0993	1.2583	0.87234	0.66784	0.60434	1.0684	1.1027	0.68802	0.6285	0.43515	1.0665	1.1597	0.72834	0.65245	0.5264300000000001	1.0097	1.1442	0.6108399999999999	0.52932	0.51762	1.3169	1.1262	1.0016	0.65108	0.52242		
Q86VP1;Q86VP1-2;Q86VP1-4;Q86VP1-3	TAX1BP1	0.0	118.92	1.3121	0.8517	0.56084	1.0896	1.4692	1.5747	0.85995	0.66309	1.2128	2.142	1.1863	0.75315	0.5815	0.97841	1.3028	1.5167	0.67267	0.57305	1.0072	1.3659	1.7092	0.6693100000000001	0.5131	0.84321	1.5983	1.7356	0.76565	0.6701699999999999	0.91895	1.5316		
Q86VP6	CAND1	0.0	323.31	0.8065399999999999	1.1139	0.66689	0.5092399999999999	0.41918999999999995	0.91725	1.0891	0.69919	0.5684100000000001	0.50126	0.6692899999999999	0.8464700000000001	0.5374	0.44603999999999994	0.4213	0.71736	0.79606	0.62872	0.5596899999999999	0.51954	1.0516	1.0512	0.5929300000000001	0.44246	0.45743999999999996	1.0036	1.0090000000000001	0.7442300000000001	0.5726899999999999	0.51785		
Q86VP6-2	CAND1	1.0	-2.0			0.63254																													
Q86VQ1	GLCCI1	0.0	71.762	1.653	1.4115	0.71191	0.46321999999999997	0.20725				0.36056	0.28334000000000004	2.7241	1.1815	1.0863	0.40936999999999996	0.32521		1.643	0.66022	0.75259	0.34049		1.3364	0.3906	0.31024	0.2512	1.7928	1.3969					
Q86VR2	FAM134C	0.0	84.501	0.96529	0.65981	0.6703	1.2588	0.97567	0.99555	0.70215	0.76794	1.156	2.0926	0.8412	0.7961600000000001	0.7843	1.0014	1.2702	0.8328	0.5714899999999999	0.70153	1.273	1.6244	0.73575	0.63443	0.7048800000000001	1.2295	2.1084	0.79611	0.6916899999999999	0.85215	1.474	1.2654		
Q86VS8	HOOK3	0.0	120.52	2.1679	1.7031	0.66588	0.45738999999999996	0.45802	1.6293	1.4601	0.7951600000000001	0.44014	0.44451999999999997	1.0546	1.6058	0.61935	0.43705	0.41322	1.7138	1.4469999999999998	0.6553	0.43761000000000005	0.42895	1.8029	1.5623	0.50736	0.39934000000000003	0.43066000000000004	1.7425	1.2068	0.6939	0.48694	0.36646		
Q86VU5	COMTD1	0.0	40.119	0.47368999999999994	0.63851	3.7710000000000004	2.9395		0.41353	0.6388699999999999	4.4236			0.24991	0.5465800000000001	9.6926		16.754	2.5284	0.9822299999999999	7.2293			0.3637	0.5574899999999999	6.0003	14.36		0.34847	0.53995	1.8518				
Q86VV8;Q86VV8-3	RTTN	0.0	288.06	2.4930000000000003	1.983	0.8311200000000001	0.54396	0.41702	2.4376	2.1491	1.1118	0.6018399999999999	0.51058	2.5705	1.8743	0.7943399999999999	0.50397	0.43293999999999994	1.8168	1.5234	0.81217	0.54776	0.48476	2.3118	1.9644	0.69006	0.53596	0.45011	1.9054	1.8582	0.8821200000000001	0.56976	0.44461000000000006		
Q86VX2;Q86VX2-2	COMMD7	0.0	7.1462	0.8511299999999999	0.77407	0.43132	0.55104	0.60047	2.5614	2.0944	0.8247	0.54393	0.63656	1.5719	1.8075	0.5753199999999999	0.43195	0.4396	3.6013	1.8601	0.58267	0.59746	0.48197	2.1752	1.9477	0.65362	0.44367	0.5188	3.4882	1.6569999999999998	0.55418	0.49417	0.39227		
Q86VX9;Q86VX9-2;Q86VX9-4;Q86VX9-3	MON1A	0.0	66.188		0.9113600000000001	0.47367	0.7962600000000001	3.1719999999999997	1.3401	0.75773	0.54404	1.0406			1.0461	0.60695	0.9559	2.2705		0.8102	0.51549	1.29	3.1995		0.87016	0.6027899999999999	1.5767	1.9197	3.5442	0.5777399999999999	0.80472	1.5717			
Q86VZ4	LRP11	0.0	47.809	1.2038	0.64548	0.62022	1.3601	1.923	1.7783	0.61445	0.69116	1.1461	1.4865	0.9461700000000001	0.64418	0.53561	1.2896	1.4181	0.9910700000000001	0.61607	1.0087	0.9663299999999999	1.25	1.2529	0.5032300000000001	0.53235	1.6889	2.2909	1.0611	0.43151999999999996	0.63551	1.7673			
Q86VZ5	SGMS1	0.0	23.63	0.61758	0.70081	1.4118	2.6683	3.6612	0.57535	0.73838	1.0787	2.1486	4.1141	0.59967	0.70063	1.218	2.6676	2.4971	0.69721	0.61646	0.9728600000000001	2.2221	3.1483	0.48315	0.72644	1.2392	2.6556	4.0556	0.5023	0.68196	1.4239	2.5666	3.6004		
Q86W33	TPRA1	0.0	7.6195	1.6466	0.5331199999999999	0.53842			1.3863	0.61787	0.48506000000000005	0.7502300000000001	1.9503			0.63305			1.7331	0.69016	0.64398	0.87151				0.53238			1.6245	0.54609		1.0342			
Q86W34	AMZ2	0.0	26.275	0.87129	1.0017	0.80713	0.6190899999999999	0.67655	0.98334	1.2302	0.8928299999999999	0.5594	0.7420899999999999	0.95214	1.1859	0.65655	0.55818	0.48396999999999996	1.1474	0.8540000000000001	0.61835	0.60205	0.54883	1.1079999999999999	0.6654800000000001	0.552	0.45787	0.67481	1.1553	1.1754	0.8365600000000001	0.56139	0.5895100000000001		
Q86W42;Q86W42-2;Q86W42-3	THOC6	0.0	196.76	0.65583	2.4965	0.87985	0.4373	0.29843000000000003	1.4853	3.5452	1.4499	0.56114	0.39300999999999997	1.0302	2.975	0.98934	0.5442	0.31647	0.87989	2.4109	0.9844700000000001	0.45273	0.25121	1.4988	3.6794	1.0033	0.47586999999999996	0.40901	1.8597	2.7393	1.5779	0.76003	0.44737		
Q86W50	METTL16	0.0	171.06	3.0619	2.3396	0.71265	0.52451	0.3673	2.9005	1.8205	0.8967200000000001	0.48722	0.40387	2.2881	1.9987	0.63039	0.4641	0.30188000000000004	2.2907	2.2484	0.7669199999999999	0.5221600000000001	0.35644000000000003	3.2925	1.8871	0.57327	0.3586	0.39209	3.608	1.87	0.7673300000000001	0.49813999999999997	0.38543		
Q86W56;Q86W56-2;Q86W56-3	PARG	0.0	202.25	1.4498	2.0584	0.7633800000000001	0.47418000000000005	0.39525	1.4991	1.5564	0.98408	0.5020899999999999	0.43558	2.1336	1.58	0.72253	0.49887	0.40444	1.7541	1.3352	0.86708	0.49935	0.35884	2.9377	1.8457	0.6170399999999999	0.41791999999999996	0.34113000000000004	1.9654	1.6316	0.9823299999999999	0.45836000000000005	0.43937		
Q86W74;Q86W74-2	ANKRD46	0.0	31.844	0.80723	0.49509	0.64699	1.5078	1.0911	1.4305	0.65866	0.65805	1.5964	3.2448	1.0534	0.52791	0.7439399999999999	2.0957		0.9747899999999999	0.47105	0.72405	2.0069999999999997	5.4011	0.83049	0.57247	0.57128	2.6889999999999996	4.4236	0.9601299999999999	0.57601	0.74934	1.8417	2.0374		
Q86W92;Q86W92-4;Q86W92-3	PPFIBP1	0.0	323.31	0.44501999999999997	0.53955	0.82521	1.4564	1.9485	0.48575	0.6929	1.0531	1.7817	2.8143	0.39196	0.65222	0.9092600000000001	1.6628	2.2546	0.43308	0.64918	0.9899	1.9587	2.8214	0.507	0.7583300000000001	0.9333899999999999	1.4879	2.0521	0.52412	0.79138	1.4067	1.9405	2.255		
Q86W92-2	PPFIBP1	0.0	15.685	0.49587	0.87315	0.61349	1.2054	2.1282	0.49204	0.6564300000000001	0.89836	1.4340000000000002	1.7183	0.42328000000000005	0.86692	1.0767	1.1694	1.3772	0.31656	0.58443	0.9384899999999999	1.9489	3.0757	0.42226	0.89999	1.1706		1.9425	0.58124	0.70796	0.9546100000000001	2.0481	0.49336		
Q86WA6	BPHL	0.0	28.256	0.46348999999999996	0.62351	9.9383	3.9538	11.945	0.4485	0.6671100000000001	11.424000000000001	12.87	14.412	0.33326999999999996	0.5963	11.431	0.5862	4.3875	0.4492	0.64226	9.3507	4.52	0.53208	0.36396999999999996	0.55819	0.8247899999999999	3.8662	1.4021	0.43618999999999997	0.6186	9.8438	15.220999999999998	19.922		
Q86WA6-2	BPHL	1.0	-2.0																				1.1256												
Q86WA8;Q86WA8-2	LONP2	0.0	200.73	1.2642	0.49368	0.6151399999999999	2.9409	13.657	1.3119	0.54604	0.7049300000000001	2.9360000000000004	16.141	1.1267	0.50734	0.68971	2.5125	10.790999999999999	1.4266	0.46692	0.6291899999999999	2.2049	12.241	1.1027	0.4532	0.61154	2.4853	14.449000000000002	1.0892	0.4562	0.8336	2.7402	12.071		
Q86WA9	SLC26A11	0.0	13.652000000000001	2.1663	0.4364	0.72338			1.7818	0.5381	0.5563600000000001				0.5083	0.61023	2.6387		1.2937		0.8729100000000001			1.2903	0.4659	0.6269899999999999	2.1881		1.5501	0.44973	0.6834600000000001	2.8517			
Q86WB0;Q86WB0-3;Q86WB0-2	ZC3HC1	0.00014077	4.8949	1.3661	0.42594		0.41972					0.19003		0.25076										0.84721								0.5738800000000001			
Q86WC4	OSTM1	0.0	45.031000000000006	2.4512	0.49521000000000004	0.61207	2.2061	3.9806	2.1418	0.52458	0.63007	1.9875	4.6039	2.2521	0.47717	0.49483	1.3696	3.5337	2.147	0.49046000000000006	0.5588	1.6461	3.7934	2.1411	0.47306000000000004	0.50722	1.4208	4.198	1.6747	0.45926999999999996	0.66811	1.4357	4.0895		
Q86WG5;Q86WG5-3	SBF2	0.0	15.665999999999999	0.8588899999999999	1.1788	1.2761	0.85662	0.5542199999999999	1.2257	1.0116	1.1843	0.64276	0.65798	2.0476	1.3929	0.9332600000000001	0.7276699999999999	0.61655	1.04	0.7913600000000001	1.1764	0.66771	1.1243	1.0047	1.0015	0.78719	0.62511	0.53183	1.0622	0.95242	0.92704	0.7762399999999999	0.49483		
Q86WJ1;Q86WJ1-2;Q86WJ1-4;Q86WJ1-3;Q86WJ1-5	CHD1L	0.0	188.45	0.49103	0.91214	1.0928	1.1728	1.5042	0.6247199999999999	0.84809	1.1462	1.5073	2.2252	0.8489700000000001	1.1545	0.8647600000000001	1.0067	1.1246	0.75338	0.9012399999999999	0.96098	1.3411	2.1245	0.53213	1.0184	1.0068	1.1533	1.5653	0.55302	0.9190299999999999	1.4482	1.6505	1.5737		
Q86WK9	PAQR7	0.0	19.991	0.82867	0.43446999999999997				1.5842	0.44978999999999997	0.78403	3.248			0.7509899999999999					0.50968	0.6562899999999999			1.0605					1.0457						
Q86WP2;Q86WP2-2;Q86WP2-3;Q86WP2-4	GPBP1	0.0	185.53		1.8254	0.80889	0.43905	0.4247		2.4552	0.82921	0.47941999999999996	0.43588000000000005	3.6704	2.0994	0.60047	0.39142	0.33004		1.6379	0.75552	0.43918	0.40821999999999997	5.6052	1.7825	0.60033	0.41211000000000003	0.44211999999999996	2.8299	2.1492	0.83552	0.38074	0.39836		
Q86WQ0;Q86WQ0-2	NR2C2AP	0.0	8.7708			0.25571								0.3458		0.38833	0.29573	0.24720999999999999													0.3906	0.38103000000000004			
Q86WR0	CCDC25	0.0	93.273	1.2143	1.2432	0.65376	0.50384	0.49968999999999997	1.4497	1.3166	0.7104199999999999	0.51949	0.5212100000000001	1.1551	0.99172	0.5435399999999999	0.47968	0.46975	1.671	0.91522	0.66642	0.48896999999999996	0.50875	0.9639200000000001	1.0579	0.49288999999999994	0.40191	0.47173000000000004	1.6946	1.2725	0.81677	0.53075	0.58601		
Q86WR7;Q86WR7-2	PROSER2	0.0	99.18	0.74629	0.7529100000000001	0.74087	1.0966	1.1236	0.70529	0.89299	0.98429	1.0518	1.3882	0.74132	0.88618	0.64	0.8678299999999999	1.4063	0.67208	0.74743	0.61768	0.8950799999999999	1.2732	0.85714	0.80445	0.60335	0.82401	1.2763	0.77732	0.76805	0.81366	1.0877	1.145		
Q86WV6	TMEM173	0.0	58.567	1.2084	0.48851999999999995	0.41845	1.4186		1.084	0.59134	0.63267	1.3201	3.7276	0.9103600000000001	0.47700000000000004	0.5472	1.5878	1.6858	0.95501	0.58486	0.74908	2.9447	2.9268	0.8453799999999999	0.44113	0.57611	1.8345	4.2144	1.012	0.5768	0.8686799999999999	1.9593	4.5909		
Q86WW8	COA5	0.0	53.711000000000006	0.6137199999999999	0.90566	1.794	1.5378	1.5011	0.51765	0.9106700000000001	1.4856	0.6999	1.5017	0.40224	0.9273299999999999	1.7519999999999998	1.4148	1.3886	0.52579	0.87174	1.6636	1.0772	2.9485	0.47741999999999996	0.9281799999999999	1.7936	1.5198	1.6511	0.60628	0.9803799999999999	2.1986	1.6868	1.0975		
Q86WX3	RPS19BP1	0.0	29.009	0.59783		1.0927	0.84988	0.6400399999999999	1.0237		1.3645	0.8242700000000001	0.88869	0.8731399999999999	2.0935	0.8610399999999999	0.63388	0.49338000000000004	0.82705		1.1678	0.49906000000000006		1.0446	1.9564	0.9125700000000001	0.6085	0.38687	1.2533		0.94119	0.76732	0.7044199999999999		
Q86X02	CDR2L	0.00014292	5.6789								0.32497					1.6911	0.9606899999999999										0.8998700000000001					1.0006			
Q86X10;Q86X10-4;Q86X10-2	RALGAPB	0.0	131.1	1.5225	1.8769999999999998	0.81471	0.63873	0.53287	1.4841	1.9384	1.0246	0.57601	0.55375	1.692	1.7088	0.77818	0.50944	0.50346	1.4117	1.4136	0.8142	0.54655	0.45953	1.6205	1.8581	0.7384	0.5193399999999999	0.5627300000000001	1.4354	1.6304	0.94024	0.52375	0.47815		
Q86X10-3	RALGAPB	1.0	-2.0				0.32821999999999996																												
Q86X27;Q86X27-3	RALGPS2	0.0	6.2641		0.65269				0.45935						0.72965			0.92689			0.7013			0.657	0.42213999999999996	0.54462		0.91589	0.58703	0.8860600000000001	0.62148	0.8930299999999999			
Q86X29;Q86X29-4;Q86X29-6;Q86X29-5;Q86X29-3;Q86X29-2	LSR	0.0	171.92	0.53967	0.5911	0.70797	1.7279	1.9821	0.56343	0.6328699999999999	0.73007	1.5487	5.1141	0.60017	0.6825	0.68167	1.4802	3.9852	0.59	0.58955	0.67301	1.3856	4.1716	0.62585	0.60669	0.58217	1.4369999999999998	4.9586	0.6511399999999999	0.63393	0.87405	2.2783	5.0597		
Q86X52	CHSY1	0.0	51.043	0.34695	0.70523	3.1954	4.0826	3.745	0.43553000000000003	0.9757299999999999	2.6833			0.3567	0.5976899999999999	2.4365	4.0385	3.4243	0.48945	0.56395	2.5395	3.0871	3.3121	0.37392	0.79973	2.6112	4.9128	4.106	0.40956	0.715	3.56	5.421	3.9378		
Q86X55;Q86X55-1;Q86X55-2	CARM1	0.0	83.053	0.6268600000000001	0.70312	0.5150399999999999	0.46721	0.7681899999999999	0.49398000000000003	0.5575899999999999	0.42099	0.44127	0.78988	0.5402	0.5402899999999999	0.50953	0.41868	0.5748	0.52455	0.54915	0.42451000000000005	0.59048	0.7428899999999999	0.6352800000000001	0.57223	0.41785	0.30432	0.6804	0.52835	0.51993	0.48626	0.48607	0.75393		
Q86X76-2;Q86X76;Q86X76-4;Q86X76-3;Q86X76-5	NIT1	0.0	95.314	0.48271000000000003	0.60128	1.6335	2.286	3.0736	0.4106	0.6310399999999999	1.7273	2.2452	3.2598	0.42081	0.54004	1.3884	1.9931	3.3679	0.44163	0.59236	4.1071	4.882	2.583	0.38116	0.51447	1.3481	1.621	2.5245	0.42016000000000003	0.57687	4.3542	2.3095	7.5239		
Q86X83;Q86X83-2	COMMD2	0.0	18.508	0.91266	0.73202	0.52665	0.6393399999999999	0.855	0.50331	0.63122	0.46143999999999996	0.64827	0.79861	0.73039	0.77813	0.48728	0.46831999999999996	0.68809	0.52593	0.38966999999999996	0.44851	0.67392	0.6904100000000001	0.72063	0.71305	0.41928999999999994	0.561	0.71115	0.4963	0.6006	0.41146000000000005	0.7209899999999999	0.70817		
Q86X95	CIR1	0.0	9.8571	0.9371	2.0246	0.6684100000000001	0.43735	0.5176		2.1434	1.3023	0.78508	0.86955	1.1858			0.38124	0.42143				1.7011	0.38113	2.1766			0.52189	0.38363				0.86045	0.36783000000000005		
Q86XA9;Q86XA9-2	HEATR5A	0.00027476	3.9543	1.5753	1.5669	0.6201	0.5818800000000001	0.635	1.0749	1.2738	0.8290700000000001	0.70318	0.66796	1.4396	1.9643	0.61131	1.3427				0.63676	0.58397	0.58982	1.3682	1.5775	0.5574	0.40206	0.60149	1.3042	1.6519	0.9711299999999999	0.45386000000000004	0.50535		
Q86XE5;Q86XE5-3	HOGA1	0.0	45.005	0.24616	0.60078		1.61		0.27855	0.41416000000000003	0.8652200000000001			0.21904	0.50047				0.37066	0.5347					0.2723				0.30343000000000003	0.43493000000000004					
Q86XI2;Q86XI2-2	NCAPG2	0.0	146.85	1.4603	2.1156	0.69962	0.5092300000000001	0.42336	2.2455	2.3686	1.0694	0.54306	0.50766	1.7723	2.7225	0.6913699999999999	0.46126999999999996	0.4139	1.6598	2.2393	0.6977899999999999	0.43306999999999995	0.38896	2.4930000000000003	2.2957	0.70062	0.47593	0.50581	2.2236	2.5375	0.96304	0.55193	0.47091000000000005		
Q86XJ1	GAS2L3	0.0	110.72	2.4976	2.1269	0.8850100000000001	0.49843999999999994	0.44325	3.3743	1.6791	0.98029	0.5566300000000001	0.50645	2.4126	2.1363	0.59322	0.46655	0.40896	2.6042	1.7779	0.7097	0.424	0.34260999999999997	2.3694	1.6965	0.58307	0.42933000000000004	0.43313	2.1746	1.8323	0.76294	0.46407	0.40331999999999996		
Q86XK2;Q86XK2-6;Q86XK2-5;Q86XK2-3	FBXO11	0.0073623000000000004	1.4259	0.65668	0.86364	0.66327	0.59997	0.54185		1.8135	0.92909	0.79281	1.121	0.84095	1.2919	0.63148	0.4912	0.73848	2.4302	1.3115	0.8511799999999999	0.63252	0.43267	0.92784	1.2634	0.8047300000000001	0.27642	0.4065	1.125	0.74957	0.75425	0.55355	1.7799		
Q86XK3;Q86XK3-2;Q86XK3-3	SFR1	0.0	13.199000000000002					0.50447				2.7573	0.77385					0.5080600000000001		0.62351		0.56462	0.46231000000000005	0.80186	1.6642	0.648	0.35325	0.5230899999999999	0.9698100000000001		0.53189	0.30844	0.56376		
Q86XL3;Q86XL3-2	ANKLE2	0.0	323.31	1.1254	0.5542199999999999	0.6671600000000001	1.7373	3.8367	1.2092	0.58982	0.6363	1.4871	4.1648	0.9883	0.54122	0.78086	2.0775	4.1786	1.1514	0.55684	0.7018399999999999	2.0008	3.7612	1.0079	0.54166	0.66299	1.8397	4.6768	0.9717100000000001	0.5504899999999999	0.8534700000000001	2.0448	3.38		
Q86XN8;Q86XN8-3;Q86XN8-2	MEX3D	0.0	43.742	3.6588	1.8497	0.69384	0.47326	0.41716000000000003	3.6555	2.0986	0.80213	0.47683000000000003	0.43606000000000006	2.8524	1.5965	0.68179	0.51613	0.38775	3.2209	1.6063	0.73852	0.47723000000000004	0.5008100000000001	3.1798	1.6404	0.62652	0.5038199999999999	0.44914	1.735	1.6469999999999998	0.7436699999999999	0.44235	0.38065		
Q86XP3;Q86XP3-2	DDX42	0.0	323.31	0.40529	1.2139	0.5908	0.46621999999999997	0.45935	0.9371299999999999	1.5197	1.03	0.61729	0.76145	0.57299	1.0323	0.60654	0.40313000000000004	0.41867	0.51144	0.9477200000000001	0.65559	0.445	0.47008	0.88236	1.3792	0.69423	0.44173999999999997	0.56175	0.9693200000000001	1.4013	0.9456899999999999	0.66757	0.65767		
Q9Y3B3;Q86XR7-2;Q9Y3B3-2	TMED7	0.0	143.95	0.59792	0.89181	1.2124	1.109	1.1159999999999999	0.65364	0.9383	1.1552	1.0076	1.2219	0.6267199999999999	0.86156	1.0226	1.0352	1.0859999999999999	0.8739899999999999	0.7760100000000001	0.99608	1.124	1.1536	0.58822	0.8976299999999999	1.0256	1.0231	1.2614	0.62541	0.8721399999999999	1.3075	1.1388	1.1408		
Q86XR8;Q86XR8-2;Q86XR8-4;Q86XR8-5;Q86XR8-3	CEP57	0.0	266.57	1.09	0.95831	1.3206	1.001	1.0626	1.0084	1.0529	1.6654	1.1123	1.3868	0.9580299999999999	0.78896	0.85805	0.58178	0.71708	0.96755	0.7086600000000001	1.3249	0.7973600000000001	0.7799699999999999	0.8667299999999999	0.9747600000000001	0.99876	0.80394	0.91371	0.8752	0.9242100000000001	1.1867	0.7568699999999999	0.80766		
Q86XS8;Q86XS8-2	RNF130	0.0	18.375999999999998		0.36700000000000005	0.50453				0.63079	0.84651	1.2224	0.9299200000000001	0.71838	0.37661999999999995				0.45348		0.72127				0.5100899999999999	0.9486899999999999			0.8994	0.36615	0.8823200000000001	1.6978			
